,Year,Month,Date,film_strtitle,total_amount,total_tickets
17621,2017,9,14,ANNABELLE CREATION,7987.200000000002,52
17622,2017,9,14,ARJUN REDDY,29231.199999999993,194
17623,2017,9,14,BAREILLY KI BARFI,10137.6,66
17624,2017,9,14,DADDY,4962.400000000001,36
17625,2017,9,14,IT,86842.79999999999,582
17626,2017,9,14,KADHAL KASAKKUTHAYA,10752.000000000002,70
17627,2017,9,14,KADHANAYAGAN,17675.599999999995,128
17628,2017,9,14,KURANGU BOMMAI,15170.799999999997,108
17629,2017,9,14,LOGAN LUCKY,22118.399999999998,144
17630,2017,9,14,NERUPPUDA,20523.199999999997,141
17631,2017,9,14,NJANDUKALUDE NATTIL ORIDAVELA,13209.6,86
17632,2017,9,14,ONE HEART THE AR RAHMAN CONCERT FILM,7242.800000000001,49
17633,2017,9,14,POSTER BOYS,19542.399999999998,142
17634,2017,9,14,SHUBH MANGAL SAVDHAN,42748.0,282
17635,2017,9,14,THE NUT JOB 2,11366.4,74
17636,2017,9,14,THUPPARIVAALAN,172809.19999999995,1282
17637,2017,9,14,TOILET EK PREM KATHA,12665.999999999998,88
17638,2017,9,14,VIKRAM VEDHA,11390.0,76
17639,2017,9,14,VIVEGAM,25237.599999999995,168
17640,2017,9,15,AMERICAN ASSASSIN,14662.8,101
17641,2017,9,15,ANNABELLE CREATION,14899.199999999997,97
17642,2017,9,15,BAREILLY KI BARFI,16127.999999999996,105
17643,2017,9,15,IT,31558.799999999996,211
17644,2017,9,15,KADHANAYAGAN,11720.8,80
17645,2017,9,15,KATHALO RAJAKUMARI,5269.600000000002,38
17646,2017,9,15,KURANGU BOMMAI,14048.399999999998,97
17647,2017,9,15,LOGAN LUCKY,15206.399999999998,99
17648,2017,9,15,LUCKNOW CENTRAL,21598.4,148
17649,2017,9,15,MAGALIR MATTUM,187307.99999999997,1297
17650,2017,9,15,NERUPPUDA,7727.200000000003,54
17651,2017,9,15,NJANDUKALUDE NATTIL ORIDAVELA,14438.4,94
17652,2017,9,15,ONE HEART THE AR RAHMAN CONCERT FILM,13209.6,86
17653,2017,9,15,PATEL KI PUNJABI SHAADI,16683.199999999993,116
17654,2017,9,15,SHUBH MANGAL SAVDHAN,9216.000000000002,60
17655,2017,9,15,SIMRAN,32952.79999999999,233
17656,2017,9,15,THUPPARIVAALAN,164846.4,1184
17657,2017,9,15,TOILET EK PREM KATHA,11720.8,80
17658,2017,9,15,VIKRAM VEDHA,14249.2,102
17659,2017,9,15,VIVEGAM,30412.799999999996,198
17660,2017,9,15,YAAR IVAN,12796.000000000002,87
17661,2017,9,16,AMERICAN ASSASSIN,22673.6,155
17662,2017,9,16,ANNABELLE CREATION,15206.399999999998,99
17663,2017,9,16,BAREILLY KI BARFI,16588.799999999996,108
17664,2017,9,16,IT,31688.799999999996,210
17665,2017,9,16,KADHANAYAGAN,15253.599999999999,103
17666,2017,9,16,KATHALO RAJAKUMARI,11413.600000000002,78
17667,2017,9,16,KURANGU BOMMAI,15347.999999999998,111
17668,2017,9,16,LOGAN LUCKY,26407.199999999993,183
17669,2017,9,16,LUCKNOW CENTRAL,33460.79999999999,240
17670,2017,9,16,MAGALIR MATTUM,206071.19999999995,1397
17671,2017,9,16,NERUPPUDA,15300.799999999997,107
17672,2017,9,16,NJANDUKALUDE NATTIL ORIDAVELA,15206.399999999998,99
17673,2017,9,16,ONE HEART THE AR RAHMAN CONCERT FILM,29514.799999999996,194
17674,2017,9,16,PATEL KI PUNJABI SHAADI,19400.8,130
17675,2017,9,16,SHUBH MANGAL SAVDHAN,24079.6,166
17676,2017,9,16,SIMRAN,43740.399999999994,294
17677,2017,9,16,THUPPARIVAALAN,187839.19999999998,1330
17678,2017,9,16,TOILET EK PREM KATHA,15229.999999999998,101
17679,2017,9,16,VIKRAM VEDHA,15347.999999999996,111
17680,2017,9,16,VIVEGAM,30530.799999999992,208
17681,2017,9,16,YAAR IVAN,15253.6,103
17682,2017,9,17,AMERICAN ASSASSIN,25261.199999999997,170
17683,2017,9,17,ANNABELLE CREATION,15206.399999999998,99
17684,2017,9,17,BAREILLY KI BARFI,16588.799999999996,108
17685,2017,9,17,IT,31275.19999999999,211
17686,2017,9,17,KADHANAYAGAN,15300.799999999997,107
17687,2017,9,17,KATHALO RAJAKUMARI,9724.000000000002,67
17688,2017,9,17,KURANGU BOMMAI,15099.999999999998,102
17689,2017,9,17,LOGAN LUCKY,28415.999999999993,185
17690,2017,9,17,LUCKNOW CENTRAL,33295.59999999999,226
17691,2017,9,17,MAGALIR MATTUM,211848.39999999997,1466
17692,2017,9,17,NERUPPUDA,15206.399999999998,99
17693,2017,9,17,NJANDUKALUDE NATTIL ORIDAVELA,14769.199999999997,98
17694,2017,9,17,ONE HEART THE AR RAHMAN CONCERT FILM,27742.399999999994,188
17695,2017,9,17,PATEL KI PUNJABI SHAADI,16553.199999999993,117
17696,2017,9,17,SHUBH MANGAL SAVDHAN,29739.199999999997,201
17697,2017,9,17,SIMRAN,48667.19999999999,339
17698,2017,9,17,THUPPARIVAALAN,200209.59999999998,1429
17699,2017,9,17,TOILET EK PREM KATHA,15206.399999999998,99
17700,2017,9,17,VIKRAM VEDHA,15206.399999999998,99
17701,2017,9,17,VIVEGAM,29821.999999999993,196
17702,2017,9,17,YAAR IVAN,15100.0,102
17703,2017,9,18,AMERICAN ASSASSIN,12772.399999999998,85
17704,2017,9,18,ANNABELLE CREATION,15052.799999999997,98
17705,2017,9,18,BAREILLY KI BARFI,15690.799999999996,104
17706,2017,9,18,IT,32421.199999999993,224
17707,2017,9,18,KADHANAYAGAN,5884.000000000001,42
17708,2017,9,18,KATHALO RAJAKUMARI,47.2,4
17709,2017,9,18,KURANGU BOMMAI,11768.0,84
17710,2017,9,18,LOGAN LUCKY,10598.400000000001,69
17711,2017,9,18,LUCKNOW CENTRAL,20003.199999999997,145
17712,2017,9,18,MAGALIR MATTUM,135060.8,931
17713,2017,9,18,NERUPPUDA,7550.000000000002,51
17714,2017,9,18,NJANDUKALUDE NATTIL ORIDAVELA,7242.800000000001,49
17715,2017,9,18,ONE HEART THE AR RAHMAN CONCERT FILM,7857.200000000003,53
17716,2017,9,18,PATEL KI PUNJABI SHAADI,16600.399999999994,121
17717,2017,9,18,SHUBH MANGAL SAVDHAN,35469.59999999999,242
17718,2017,9,18,SIMRAN,30684.399999999994,209
17719,2017,9,18,THUPPARIVAALAN,137967.19999999995,961
17720,2017,9,18,TOILET EK PREM KATHA,9830.4,64
17721,2017,9,18,VIKRAM VEDHA,14131.199999999999,92
17722,2017,9,18,VIVEGAM,19199.99999999999,125
17723,2017,9,18,YAAR IVAN,7750.8,56
17724,2017,9,19,AMERICAN ASSASSIN,12642.400000000001,86
17725,2017,9,19,ANNABELLE CREATION,14001.199999999999,93
17726,2017,9,19,BAREILLY KI BARFI,15714.399999999998,106
17727,2017,9,19,IT,31889.599999999995,215
17728,2017,9,19,KADHANAYAGAN,9771.2,71
17729,2017,9,19,KURANGU BOMMAI,10929.199999999999,73
17730,2017,9,19,LOGAN LUCKY,13457.6,95
17731,2017,9,19,LUCKNOW CENTRAL,21137.6,145
17732,2017,9,19,MAGALIR MATTUM,123068.39999999997,840
17733,2017,9,19,NERUPPUDA,8648.800000000001,60
17734,2017,9,19,NJANDUKALUDE NATTIL ORIDAVELA,5576.799999999999,40
17735,2017,9,19,ONE HEART THE AR RAHMAN CONCERT FILM,6167.6,42
17736,2017,9,19,PATEL KI PUNJABI SHAADI,10232.0,74
17737,2017,9,19,SHUBH MANGAL SAVDHAN,40077.6,272
17738,2017,9,19,SIMRAN,31145.199999999997,212
17739,2017,9,19,THUPPARIVAALAN,124591.99999999999,885
17740,2017,9,19,TOILET EK PREM KATHA,8034.4,56
17741,2017,9,19,VIKRAM VEDHA,11850.8,79
17742,2017,9,19,VIVEGAM,21090.4,141
17743,2017,9,19,YAAR IVAN,5824.800000000001,49
17744,2017,9,20,AMERICAN ASSASSIN,9700.4,65
17745,2017,9,20,ANNABELLE CREATION,14131.199999999999,92
17746,2017,9,20,BAREILLY KI BARFI,16612.399999999994,110
17747,2017,9,20,IT,31192.399999999994,216
17748,2017,9,20,KADHANAYAGAN,9086.0,61
17749,2017,9,20,KURANGU BOMMAI,12642.400000000001,86
17750,2017,9,20,LOGAN LUCKY,14154.8,94
17751,2017,9,20,LUCKNOW CENTRAL,18963.6,129
17752,2017,9,20,MAGALIR MATTUM,127853.19999999998,897
17753,2017,9,20,NERUPPUDA,6569.200000000002,52
17754,2017,9,20,NJANDUKALUDE NATTIL ORIDAVELA,10622.000000000002,71
17755,2017,9,20,ONE HEART THE AR RAHMAN CONCERT FILM,12157.999999999998,81
17756,2017,9,20,PATEL KI PUNJABI SHAADI,8802.400000000001,61
17757,2017,9,20,SHUBH MANGAL SAVDHAN,33342.799999999996,230
17758,2017,9,20,SIMRAN,31145.199999999993,212
17759,2017,9,20,THUPPARIVAALAN,131492.39999999997,917
17760,2017,9,20,TOILET EK PREM KATHA,10291.2,67
17761,2017,9,20,VIKRAM VEDHA,15052.799999999997,98
17762,2017,9,20,VIVEGAM,29183.999999999996,190
17763,2017,9,20,YAAR IVAN,5423.200000000003,39
17764,2017,9,21,AMERICAN ASSASSIN,11437.199999999999,80
17765,2017,9,21,ANNABELLE CREATION,14769.199999999997,98
17766,2017,9,21,BAREILLY KI BARFI,14178.399999999998,96
17767,2017,9,21,IT,30684.399999999994,209
17768,2017,9,21,JAI LAVA KUSA,100749.19999999998,691
17769,2017,9,21,KADHANAYAGAN,6474.800000000001,44
17770,2017,9,21,KINGSMAN THE GOLDEN CIRCLE,32007.59999999999,225
17771,2017,9,21,KURANGU BOMMAI,11898.0,83
17772,2017,9,21,MAGALIR MATTUM,86393.59999999999,592
17773,2017,9,21,SHUBH MANGAL SAVDHAN,20546.800000000003,143
17774,2017,9,21,SIMRAN,32551.199999999983,223
17775,2017,9,21,THUPPARIVAALAN,105475.19999999998,731
17776,2017,9,21,TOILET EK PREM KATHA,12642.400000000001,86
17777,2017,9,21,VIKRAM VEDHA,10314.800000000001,69
17778,2017,9,21,VIVEGAM,22980.800000000003,157
17779,2017,9,22,ANNABELLE CREATION,14024.8,95
17780,2017,9,22,AYIRATHIL IRUVAR,15064.4,111
17781,2017,9,22,BAREILLY KI BARFI,16635.999999999996,112
17782,2017,9,22,BAYAMA IRUKKU,15418.799999999997,117
17783,2017,9,22,BHOOMI,26785.199999999997,191
17784,2017,9,22,HASEENA PARKAR,23618.8,163
17785,2017,9,22,IT,40727.6,267
17786,2017,9,22,JAI LAVA KUSA,87173.59999999999,586
17787,2017,9,22,KINGSMAN THE GOLDEN CIRCLE,76208.79999999999,522
17788,2017,9,22,LOGAN LUCKY,13977.599999999999,91
17789,2017,9,22,MAGALIR MATTUM,83062.0,550
17790,2017,9,22,NEWTON,15253.6,103
17791,2017,9,22,PARAVA,37135.6,251
17792,2017,9,22,PICHUVA KATHTHI,13303.999999999996,94
17793,2017,9,22,POKIRI SIMON,5423.200000000003,39
17794,2017,9,22,SHUBH MANGAL SAVDHAN,12335.2,84
17795,2017,9,22,SIMRAN,11236.4,75
17796,2017,9,22,THUPPARIVAALAN,75346.0,533
17797,2017,9,22,VALLADESAM,11567.200000000003,79
17798,2017,9,22,VIKRAM VEDHA,13823.999999999998,90
17799,2017,9,22,VIVEGAM,14745.599999999997,96
17800,2017,9,23,ANNABELLE CREATION,16635.999999999996,112
17801,2017,9,23,AYIRATHIL IRUVAR,15324.399999999998,109
17802,2017,9,23,BAREILLY KI BARFI,16482.399999999998,111
17803,2017,9,23,BAYAMA IRUKKU,15312.399999999996,120
17804,2017,9,23,BHOOMI,34524.39999999999,234
17805,2017,9,23,HASEENA PARKAR,33839.2,224
17806,2017,9,23,IT,42854.4,279
17807,2017,9,23,JAI LAVA KUSA,101292.79999999999,689
17808,2017,9,23,KINGSMAN THE GOLDEN CIRCLE,91237.99999999999,618
17809,2017,9,23,LOGAN LUCKY,14745.599999999997,96
17810,2017,9,23,MAGALIR MATTUM,115565.99999999997,769
17811,2017,9,23,NEWTON,30377.199999999997,207
17812,2017,9,23,PARAVA,43066.79999999999,297
17813,2017,9,23,PICHUVA KATHTHI,15100.0,102
17814,2017,9,23,POKIRI SIMON,8058.000000000001,58
17815,2017,9,23,SHUBH MANGAL SAVDHAN,15560.799999999996,105
17816,2017,9,23,SIMRAN,15206.399999999998,99
17817,2017,9,23,THERU NAAIGAL,12748.8,83
17818,2017,9,23,THUPPARIVAALAN,105593.19999999998,741
17819,2017,9,23,VALLADESAM,13056.0,85
17820,2017,9,23,VIKRAM VEDHA,16588.799999999996,108
17821,2017,9,23,VIVEGAM,15229.999999999998,101
17822,2017,9,24,ANNABELLE CREATION,17817.59999999999,116
17823,2017,9,24,AYIRATHIL IRUVAR,12583.199999999999,93
17824,2017,9,24,BAREILLY KI BARFI,16683.199999999993,116
17825,2017,9,24,BAYAMA IRUKKU,15277.199999999997,105
17826,2017,9,24,BHOOMI,36095.6,259
17827,2017,9,24,HASEENA PARKAR,35918.399999999994,256
17828,2017,9,24,IT,42747.99999999999,282
17829,2017,9,24,JAI LAVA KUSA,82931.6,575
17830,2017,9,24,KINGSMAN THE GOLDEN CIRCLE,92750.4,626
17831,2017,9,24,LOGAN LUCKY,14639.199999999997,99
17832,2017,9,24,MAGALIR MATTUM,116451.99999999999,784
17833,2017,9,24,NEWTON,30530.799999999992,208
17834,2017,9,24,PARAVA,34784.399999999994,232
17835,2017,9,24,PICHUVA KATHTHI,15277.199999999997,105
17836,2017,9,24,POKIRI SIMON,8648.800000000001,60
17837,2017,9,24,SHUBH MANGAL SAVDHAN,15430.799999999996,106
17838,2017,9,24,SIMRAN,15253.6,103
17839,2017,9,24,THERU NAAIGAL,13894.799999999997,96
17840,2017,9,24,THUPPARIVAALAN,107967.99999999999,762
17841,2017,9,24,VALLADESAM,10492.0,72
17842,2017,9,24,VIKRAM VEDHA,16612.399999999994,110
17843,2017,9,24,VIVEGAM,15229.999999999998,101
17844,2017,9,25,ANNABELLE CREATION,11059.199999999999,72
17845,2017,9,25,AYIRATHIL IRUVAR,6805.6,48
17846,2017,9,25,BAREILLY KI BARFI,16635.999999999996,112
17847,2017,9,25,BAYAMA IRUKKU,15348.0,111
17848,2017,9,25,BHOOMI,18573.6,132
17849,2017,9,25,HASEENA PARKAR,4300.8,28
17850,2017,9,25,IT,20015.2,134
17851,2017,9,25,JAI LAVA KUSA,45595.2,319
17852,2017,9,25,KINGSMAN THE GOLDEN CIRCLE,60884.39999999998,413
17853,2017,9,25,LOGAN LUCKY,8294.400000000001,54
17854,2017,9,25,MAGALIR MATTUM,90836.4,608
17855,2017,9,25,NEWTON,67595.59999999998,453
17856,2017,9,25,PARAVA,13528.399999999998,101
17857,2017,9,25,PICHUVA KATHTHI,12796.000000000002,87
17858,2017,9,25,POKIRI SIMON,3225.5999999999995,21
17859,2017,9,25,SHUBH MANGAL SAVDHAN,11212.8,73
17860,2017,9,25,SIMRAN,14438.4,94
17861,2017,9,25,THUPPARIVAALAN,79304.4,544
17862,2017,9,25,VIKRAM VEDHA,16588.799999999996,108
17863,2017,9,25,VIVEGAM,14934.399999999996,112
17864,2017,9,26,ANNABELLE CREATION,15667.199999999999,102
17865,2017,9,26,AYIRATHIL IRUVAR,47.2,4
17866,2017,9,26,BAREILLY KI BARFI,16435.199999999997,107
17867,2017,9,26,BAYAMA IRUKKU,15241.599999999999,114
17868,2017,9,26,BHOOMI,17935.599999999988,126
17869,2017,9,26,HASEENA PARKAR,5092.4000000000015,35
17870,2017,9,26,IT,29337.6,191
17871,2017,9,26,JAI LAVA KUSA,33366.399999999994,232
17872,2017,9,26,KINGSMAN THE GOLDEN CIRCLE,56134.79999999999,371
17873,2017,9,26,LOGAN LUCKY,10775.599999999999,72
17874,2017,9,26,MAGALIR MATTUM,91356.4,604
17875,2017,9,26,NEWTON,73125.2,489
17876,2017,9,26,PARAVA,13126.799999999997,91
17877,2017,9,26,PICHUVA KATHTHI,13434.0,93
17878,2017,9,26,SHUBH MANGAL SAVDHAN,39782.399999999994,259
17879,2017,9,26,SIMRAN,14461.999999999996,96
17880,2017,9,26,THUPPARIVAALAN,72628.79999999999,495
17881,2017,9,26,VALLADESAM,307.2,2
17882,2017,9,26,VIKRAM VEDHA,16435.199999999997,107
17883,2017,9,26,VIVEGAM,15147.199999999997,106
17884,2017,9,27,ANNABELLE CREATION,10444.800000000001,68
17885,2017,9,27,BAREILLY KI BARFI,15052.799999999997,98
17886,2017,9,27,BAYAMA IRUKKU,14426.399999999996,105
17887,2017,9,27,DND SHOW NEWTON,14131.199999999999,92
17888,2017,9,27,IT,14131.199999999999,92
17889,2017,9,27,JAI LAVA KUSA,8826.0,63
17890,2017,9,27,KINGSMAN THE GOLDEN CIRCLE,29432.0,199
17891,2017,9,27,LOGAN LUCKY,10444.800000000001,68
17892,2017,9,27,MAGALIR MATTUM,91391.59999999999,619
17893,2017,9,27,NEWTON,29999.199999999997,199
17894,2017,9,27,PARAVA,10468.400000000001,70
17895,2017,9,27,SHUBH MANGAL SAVDHAN,14639.199999999999,99
17896,2017,9,27,SIMRAN,13977.599999999999,91
17897,2017,9,27,SPYDER TAMIL,173140.39999999997,1262
17898,2017,9,27,SPYDER TELUGU,67063.19999999998,492
17899,2017,9,27,THUPPARIVAALAN,81041.59999999999,535
17900,2017,9,27,VIKRAM VEDHA,12902.4,84
17901,2017,9,27,VIVEGAM,14899.199999999997,97
17902,2017,9,28,ANNABELLE CREATION,11366.4,74
17903,2017,9,28,BAREILLY KI BARFI,14592.0,95
17904,2017,9,28,BAYAMA IRUKKU,14733.599999999997,107
17905,2017,9,28,BLIND DATE,7065.600000000002,46
17906,2017,9,28,IT,14438.4,94
17907,2017,9,28,JAI LAVA KUSA,12134.400000000001,79
17908,2017,9,28,KINGSMAN THE GOLDEN CIRCLE,30270.799999999996,210
17909,2017,9,28,LOGAN LUCKY,14922.799999999997,99
17910,2017,9,28,MAGALIR MATTUM,78985.59999999998,529
17911,2017,9,28,NEWTON,45276.399999999994,304
17912,2017,9,28,PARAVA,13056.0,85
17913,2017,9,28,SHUBH MANGAL SAVDHAN,14461.999999999996,96
17914,2017,9,28,SIMRAN,15229.999999999998,101
17915,2017,9,28,SPYDER TAMIL,172514.0,1269
17916,2017,9,28,SPYDER TELUGU,61380.39999999998,431
17917,2017,9,28,THUPPARIVAALAN,83262.8,555
17918,2017,9,28,VIKRAM VEDHA,14592.0,95
17919,2017,9,28,VIVEGAM,12559.599999999997,91
17920,2017,9,29,AMERICAN MADE,34099.19999999998,222
17921,2017,9,29,ANNABELLE CREATION,15052.799999999997,98
17922,2017,9,29,BAREILLY KI BARFI,16588.799999999996,108
17923,2017,9,29,HARA HARA MAHADEVAKI,60729.999999999985,460
17924,2017,9,29,IT,15206.399999999998,99
17925,2017,9,29,JUDWAA 2,65196.79999999999,454
17926,2017,9,29,KARUPPAN,186397.19999999995,1352
17927,2017,9,29,KINGSMAN THE GOLDEN CIRCLE,16588.799999999996,108
17928,2017,9,29,MAGALIR MATTUM,32149.59999999999,213
17929,2017,9,29,MAHANUBHAVUDU,37088.39999999998,247
17930,2017,9,29,NEWTON,31334.399999999994,204
17931,2017,9,29,RAMALEELA,26690.799999999996,183
17932,2017,9,29,SHERLOCK TOMS,15076.399999999998,100
17933,2017,9,29,SPYDER TAMIL,183597.59999999998,1295
17934,2017,9,29,THARANGAM,14639.199999999999,99
17935,2017,9,29,THUPPARIVAALAN,30436.399999999994,200
17936,2017,9,29,VIKRAM VEDHA,16588.799999999996,108
17937,2017,9,29,VIVEGAM,15359.999999999998,100
17938,2017,9,30,AMERICAN MADE,34524.399999999994,234
17939,2017,9,30,ANNABELLE CREATION,15206.399999999998,99
17940,2017,9,30,BAREILLY KI BARFI,16588.799999999996,108
17941,2017,9,30,HARA HARA MAHADEVAKI,61025.59999999998,449
17942,2017,9,30,IT,15052.799999999997,98
17943,2017,9,30,JUDWAA 2,65964.79999999997,459
17944,2017,9,30,KARUPPAN,185900.8,1358
17945,2017,9,30,KINGSMAN THE GOLDEN CIRCLE,17250.39999999999,116
17946,2017,9,30,MAGALIR MATTUM,32598.399999999994,227
17947,2017,9,30,MAHANUBHAVUDU,41306.399999999994,280
17948,2017,9,30,NEWTON,33224.79999999999,220
17949,2017,9,30,RAMALEELA,29112.799999999992,208
17950,2017,9,30,SHERLOCK TOMS,15253.6,103
17951,2017,9,30,SPYDER TAMIL,196145.99999999997,1349
17952,2017,9,30,THARANGAM,13693.999999999998,91
17953,2017,9,30,THUPPARIVAALAN,30152.799999999992,200
17954,2017,9,30,VIKRAM VEDHA,16588.799999999996,108
17955,2017,9,30,VIVEGAM,15206.399999999998,99
17956,2017,10,1,AMERICAN MADE,37596.399999999994,254
17957,2017,10,1,ANNABELLE CREATION,14899.199999999997,97
17958,2017,10,1,BAREILLY KI BARFI,16588.799999999996,108
17959,2017,10,1,HARA HARA MAHADEVAKI,62029.999999999985,450
17960,2017,10,1,IT,15052.799999999997,98
17961,2017,10,1,JUDWAA 2,65350.39999999998,455
17962,2017,10,1,KARUPPAN,204971.99999999994,1412
17963,2017,10,1,KINGSMAN THE GOLDEN CIRCLE,15997.999999999996,106
17964,2017,10,1,MAGALIR MATTUM,33106.399999999994,234
17965,2017,10,1,MAHANUBHAVUDU,44378.4,300
17966,2017,10,1,NEWTON,33224.79999999999,220
17967,2017,10,1,RAMALEELA,30554.399999999994,210
17968,2017,10,1,SHERLOCK TOMS,14024.800000000001,95
17969,2017,10,1,SPYDER TAMIL,207488.8,1421
17970,2017,10,1,THARANGAM,15229.999999999998,101
17971,2017,10,1,THUPPARIVAALAN,30459.999999999993,202
17972,2017,10,1,VIKRAM VEDHA,16588.799999999996,108
17973,2017,10,1,VIVEGAM,15052.799999999997,98
17974,2017,10,2,AMERICAN MADE,37159.2,253
17975,2017,10,2,ANNABELLE CREATION,15206.399999999998,99
17976,2017,10,2,BAREILLY KI BARFI,16612.399999999994,110
17977,2017,10,2,HARA HARA MAHADEVAKI,61722.39999999998,472
17978,2017,10,2,IT,15052.799999999997,98
17979,2017,10,2,JUDWAA 2,64936.79999999999,456
17980,2017,10,2,KARUPPAN,173270.8,1237
17981,2017,10,2,KINGSMAN THE GOLDEN CIRCLE,16151.599999999997,107
17982,2017,10,2,MAGALIR MATTUM,32019.59999999999,214
17983,2017,10,2,MAHANUBHAVUDU,44662.0,300
17984,2017,10,2,NEWTON,33177.59999999999,216
17985,2017,10,2,RAMALEELA,30152.799999999992,200
17986,2017,10,2,SHERLOCK TOMS,15229.999999999998,101
17987,2017,10,2,SPYDER TAMIL,197339.19999999995,1366
17988,2017,10,2,THARANGAM,14745.599999999997,96
17989,2017,10,2,THUPPARIVAALAN,30022.799999999996,201
17990,2017,10,2,VIKRAM VEDHA,16588.799999999996,108
17991,2017,10,2,VIVEGAM,15206.399999999998,99
17992,2017,10,3,AMERICAN MADE,28994.799999999996,198
17993,2017,10,3,ANNABELLE CREATION,14001.199999999999,93
17994,2017,10,3,BAREILLY KI BARFI,16175.199999999999,109
17995,2017,10,3,HARA HARA MAHADEVAKI,45665.59999999999,349
17996,2017,10,3,IT,15229.999999999996,101
17997,2017,10,3,JUDWAA 2,48879.59999999999,357
17998,2017,10,3,KARUPPAN,110449.19999999998,780
17999,2017,10,3,KINGSMAN THE GOLDEN CIRCLE,16458.799999999996,109
18000,2017,10,3,MAGALIR MATTUM,23949.6,167
18001,2017,10,3,MAHANUBHAVUDU,23264.399999999998,157
18002,2017,10,3,NEWTON,14922.799999999997,99
18003,2017,10,3,RAMALEELA,15537.199999999999,103
18004,2017,10,3,SHERLOCK TOMS,9546.8,64
18005,2017,10,3,SPYDER TAMIL,112292.39999999998,792
18006,2017,10,3,THARANGAM,3272.8,25
18007,2017,10,3,THUPPARIVAALAN,25414.799999999996,171
18008,2017,10,3,VIKRAM VEDHA,15844.399999999996,105
18009,2017,10,3,VIVEGAM,8755.2,57
18010,2017,10,4,AMERICAN MADE,24824.0,169
18011,2017,10,4,ANNABELLE CREATION,7065.600000000002,46
18012,2017,10,4,BAREILLY KI BARFI,16127.999999999996,105
18013,2017,10,4,DND SHOW JUDWAA 2,15052.799999999997,98
18014,2017,10,4,HARA HARA MAHADEVAKI,46256.399999999994,351
18015,2017,10,4,IT,14899.199999999997,97
18016,2017,10,4,JUDWAA 2,33484.399999999994,242
18017,2017,10,4,KARUPPAN,84538.4,591
18018,2017,10,4,KINGSMAN THE GOLDEN CIRCLE,16635.999999999996,112
18019,2017,10,4,MAGALIR MATTUM,23701.6,158
18020,2017,10,4,MAHANUBHAVUDU,19578.0,133
18021,2017,10,4,NEWTON,16612.399999999994,110
18022,2017,10,4,RAMALEELA,13871.199999999999,94
18023,2017,10,4,SHERLOCK TOMS,4348.0,32
18024,2017,10,4,SPYDER TAMIL,82022.0,558
18025,2017,10,4,THARANGAM,5529.600000000001,36
18026,2017,10,4,THUPPARIVAALAN,24363.199999999997,166
18027,2017,10,4,VIKRAM VEDHA,10291.2,67
18028,2017,10,4,VIVEGAM,8908.800000000001,58
18029,2017,10,5,AMERICAN MADE,29939.999999999993,206
18030,2017,10,5,ANNABELLE CREATION,6912.000000000002,45
18031,2017,10,5,BAREILLY KI BARFI,16305.199999999997,108
18032,2017,10,5,BLIND DATE,3532.7999999999993,23
18033,2017,10,5,HARA HARA MAHADEVAKI,46161.99999999999,343
18034,2017,10,5,IT,14178.399999999996,96
18035,2017,10,5,JUDWAA 2,35292.39999999998,239
18036,2017,10,5,KARUPPAN,78240.80000000002,550
18037,2017,10,5,KINGSMAN THE GOLDEN CIRCLE,15537.199999999999,103
18038,2017,10,5,MAGALIR MATTUM,19093.599999999995,128
18039,2017,10,5,MAHANUBHAVUDU,19578.0,133
18040,2017,10,5,NEWTON,16612.399999999994,110
18041,2017,10,5,RAMALEELA,12642.400000000001,86
18042,2017,10,5,SHERLOCK TOMS,5706.800000000003,39
18043,2017,10,5,SOLO TAMIL,42901.6,283
18044,2017,10,5,SPYDER TAMIL,77118.4,539
18045,2017,10,5,THUPPARIVAALAN,27848.799999999992,185
18046,2017,10,5,VIKRAM VEDHA,12595.199999999999,82
18047,2017,10,5,VIVEGAM,6758.4000000000015,44
18048,2017,10,6,AMERICAN MADE,27080.799999999996,180
18049,2017,10,6,ANNABELLE CREATION,21137.6,145
18050,2017,10,6,HARA HARA MAHADEVAKI,59548.79999999999,432
18051,2017,10,6,IT,27080.799999999996,180
18052,2017,10,6,JAI LAVA KUSA,6238.4,48
18053,2017,10,6,KARUPPAN,85897.19999999998,598
18054,2017,10,6,MAGALIR MATTUM,33011.99999999999,226
18055,2017,10,6,MAHANUBHAVUDU,25331.999999999996,176
18056,2017,10,6,RAMALEELA,14012.799999999997,106
18057,2017,10,6,SPYDER TAMIL,109457.19999999998,744
18058,2017,10,6,THUPPARIVAALAN,20192.4,137
18059,2017,10,6,UDAHARANAM SUJATHA,3225.5999999999995,21
18060,2017,10,6,VIKRAM VEDHA,12748.8,83
18061,2017,10,6,VIVEGAM,12358.8,86
18062,2017,10,7,AMERICAN MADE,39002.399999999994,265
18063,2017,10,7,ANNABELLE CREATION,32456.79999999999,215
18064,2017,10,7,HARA HARA MAHADEVAKI,60541.19999999998,444
18065,2017,10,7,IT,29077.59999999999,193
18066,2017,10,7,JAI LAVA KUSA,15253.6,103
18067,2017,10,7,KARUPPAN,171357.59999999998,1171
18068,2017,10,7,MAGALIR MATTUM,47072.399999999994,312
18069,2017,10,7,MAHANUBHAVUDU,38234.399999999994,260
18070,2017,10,7,RAMALEELA,31558.799999999996,211
18071,2017,10,7,SPYDER TAMIL,169290.0,1152
18072,2017,10,7,THUPPARIVAALAN,31995.999999999993,212
